year,fuel_type,asset_id,asset_domain,asset_type,scenario
2038,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2039,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2040,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2041,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2042,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2043,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2044,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2045,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2046,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2047,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2048,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2049,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2050,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2051,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2052,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2053,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2054,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2055,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2056,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2057,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2058,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2059,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2060,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2061,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2062,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2063,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2064,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2065,ELEC,F_753663_2717423,building,building_aggregate,accelerated_elec_higheff
2020,GAS,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2021,GAS,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2022,GAS,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2023,GAS,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2024,GAS,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2025,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2026,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2027,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2028,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2029,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2030,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2031,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2032,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2033,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2034,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2035,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2036,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2037,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2038,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2039,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2040,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2041,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2042,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2043,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2044,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2045,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2046,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2047,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2048,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2049,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2050,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2051,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2052,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2053,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2054,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2055,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2056,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2057,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2058,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2059,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2060,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2061,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2062,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2063,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2064,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2065,ELEC,F_753492_2717319,building,building_aggregate,accelerated_elec_higheff
2020,GAS,F_753432_2717080,building,building_aggregate,natural_elec
2021,GAS,F_753432_2717080,building,building_aggregate,natural_elec
2022,GAS,F_753432_2717080,building,building_aggregate,natural_elec
2023,GAS,F_753432_2717080,building,building_aggregate,natural_elec
2024,GAS,F_753432_2717080,building,building_aggregate,natural_elec
2025,GAS,F_753432_2717080,building,building_aggregate,natural_elec
2026,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2027,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2028,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2029,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2030,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2031,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2032,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2033,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2034,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2035,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2036,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2037,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2038,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2039,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2040,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2041,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2042,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2043,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2044,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2045,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2046,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2047,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2048,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2049,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2050,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2051,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2052,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2053,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2054,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2055,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2056,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2057,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2058,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2059,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2060,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2061,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2062,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2063,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2064,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2065,ELEC,F_753432_2717080,building,building_aggregate,natural_elec
2020,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2021,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2022,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2023,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2024,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2025,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2026,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2027,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2028,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2029,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2030,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2031,GAS,F_753569_2717047,building,building_aggregate,natural_elec
2032,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2033,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2034,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2035,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2036,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2037,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2038,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2039,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2040,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2041,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2042,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2043,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2044,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2045,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2046,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2047,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2048,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2049,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2050,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2051,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2052,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2053,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2054,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2055,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2056,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2057,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2058,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2059,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2060,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2061,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2062,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2063,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2064,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2065,ELEC,F_753569_2717047,building,building_aggregate,natural_elec
2020,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2021,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2022,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2023,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2024,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2025,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2026,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2027,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2028,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2029,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2030,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2031,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2032,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2033,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2034,GAS,F_753515_2717411,building,building_aggregate,natural_elec
2035,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2036,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2037,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2038,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2039,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2040,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2041,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2042,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2043,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2044,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2045,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2046,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2047,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2048,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2049,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2050,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2051,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2052,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2053,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2054,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2055,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2056,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2057,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2058,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2059,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2060,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2061,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2062,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2063,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2064,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2065,ELEC,F_753515_2717411,building,building_aggregate,natural_elec
2020,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2021,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2022,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2023,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2024,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2025,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2026,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2027,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2028,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2029,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2030,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2031,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2032,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2033,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2034,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2035,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2036,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2037,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2038,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2039,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2040,GAS,F_753646_2717355,building,building_aggregate,natural_elec
2041,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2042,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2043,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2044,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2045,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2046,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2047,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2048,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2049,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2050,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2051,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2052,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2053,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2054,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2055,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2056,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2057,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2058,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2059,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2060,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2061,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2062,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2063,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2064,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2065,ELEC,F_753646_2717355,building,building_aggregate,natural_elec
2020,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2021,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2022,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2023,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2024,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2025,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2026,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2027,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2028,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2029,GAS,F_753504_2717366,building,building_aggregate,natural_elec
2030,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2031,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2032,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2033,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2034,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2035,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2036,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2037,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2038,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2039,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2040,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2041,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2042,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2043,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2044,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2045,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2046,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2047,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2048,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2049,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2050,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2051,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2052,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2053,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2054,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2055,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2056,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2057,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2058,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2059,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2060,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2061,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2062,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2063,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2064,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2065,ELEC,F_753504_2717366,building,building_aggregate,natural_elec
2020,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2021,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2022,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2023,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2024,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2025,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2026,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2027,GAS,F_753526_2717454,building,building_aggregate,natural_elec
2028,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2029,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2030,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2031,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2032,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2033,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2034,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2035,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2036,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2037,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2038,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2039,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2040,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2041,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2042,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2043,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2044,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2045,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2046,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2047,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2048,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2049,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2050,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2051,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2052,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2053,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2054,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2055,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2056,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2057,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2058,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2059,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2060,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2061,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2062,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2063,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2064,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2065,ELEC,F_753526_2717454,building,building_aggregate,natural_elec
2020,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2021,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2022,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2023,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2024,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2025,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2026,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2027,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2028,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2029,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2030,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2031,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2032,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2033,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2034,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2035,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2036,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2037,GAS,F_753629_2717285,building,building_aggregate,natural_elec
2038,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2039,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2040,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2041,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2042,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2043,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2044,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2045,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2046,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2047,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2048,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2049,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2050,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2051,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2052,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2053,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2054,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2055,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2056,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2057,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2058,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2059,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2060,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2061,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2062,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2063,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2064,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2065,ELEC,F_753629_2717285,building,building_aggregate,natural_elec
2020,GAS,F_753421_2717033,building,building_aggregate,natural_elec
2021,GAS,F_753421_2717033,building,building_aggregate,natural_elec
2022,GAS,F_753421_2717033,building,building_aggregate,natural_elec
2023,GAS,F_753421_2717033,building,building_aggregate,natural_elec
2024,GAS,F_753421_2717033,building,building_aggregate,natural_elec
2025,GAS,F_753421_2717033,building,building_aggregate,natural_elec
2026,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2027,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2028,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2029,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2030,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2031,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2032,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2033,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2034,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2035,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2036,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2037,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2038,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2039,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2040,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2041,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2042,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2043,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2044,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2045,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2046,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2047,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
2048,ELEC,F_753421_2717033,building,building_aggregate,natural_elec
