year,fuel_type,asset_id,asset_domain,asset_type,scenario
2049,ELEC,EX_015,building,building_aggregate,ex_managed_elec_1
2025,GAS,EX_016,building,building_aggregate,ex_managed_elec_1
2026,GAS,EX_016,building,building_aggregate,ex_managed_elec_1
2027,GAS,EX_016,building,building_aggregate,ex_managed_elec_1
2028,GAS,EX_016,building,building_aggregate,ex_managed_elec_1
2029,GAS,EX_016,building,building_aggregate,ex_managed_elec_1
2030,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2031,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2032,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2033,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2034,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2035,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2036,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2037,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2038,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2039,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2040,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2041,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2042,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2043,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2044,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2045,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2046,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2047,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2048,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2049,ELEC,EX_016,building,building_aggregate,ex_managed_elec_1
2025,GAS,EX_017,building,building_aggregate,ex_managed_elec_1
2026,GAS,EX_017,building,building_aggregate,ex_managed_elec_1
2027,GAS,EX_017,building,building_aggregate,ex_managed_elec_1
2028,GAS,EX_017,building,building_aggregate,ex_managed_elec_1
2029,GAS,EX_017,building,building_aggregate,ex_managed_elec_1
2030,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2031,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2032,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2033,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2034,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2035,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2036,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2037,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2038,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2039,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2040,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2041,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2042,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2043,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2044,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2045,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2046,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2047,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2048,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2049,ELEC,EX_017,building,building_aggregate,ex_managed_elec_1
2025,GAS,EX_018,building,building_aggregate,ex_managed_elec_1
2026,GAS,EX_018,building,building_aggregate,ex_managed_elec_1
2027,GAS,EX_018,building,building_aggregate,ex_managed_elec_1
2028,GAS,EX_018,building,building_aggregate,ex_managed_elec_1
2029,GAS,EX_018,building,building_aggregate,ex_managed_elec_1
2030,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2031,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2032,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2033,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2034,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2035,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2036,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2037,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2038,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2039,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2040,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2041,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2042,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2043,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2044,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2045,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2046,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2047,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2048,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2049,ELEC,EX_018,building,building_aggregate,ex_managed_elec_1
2025,GAS,EX_019,building,building_aggregate,ex_managed_elec_1
2026,GAS,EX_019,building,building_aggregate,ex_managed_elec_1
2027,GAS,EX_019,building,building_aggregate,ex_managed_elec_1
2028,GAS,EX_019,building,building_aggregate,ex_managed_elec_1
2029,GAS,EX_019,building,building_aggregate,ex_managed_elec_1
2030,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2031,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2032,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2033,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2034,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2035,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2036,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2037,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2038,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2039,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2040,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2041,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2042,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2043,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2044,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2045,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2046,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2047,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2048,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2049,ELEC,EX_019,building,building_aggregate,ex_managed_elec_1
2025,GAS,EX_020,building,building_aggregate,ex_managed_elec_1
2026,GAS,EX_020,building,building_aggregate,ex_managed_elec_1
2027,GAS,EX_020,building,building_aggregate,ex_managed_elec_1
2028,GAS,EX_020,building,building_aggregate,ex_managed_elec_1
2029,GAS,EX_020,building,building_aggregate,ex_managed_elec_1
2030,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2031,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2032,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2033,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2034,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2035,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2036,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2037,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2038,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2039,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2040,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2041,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2042,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2043,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2044,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2045,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2046,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2047,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2048,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2049,ELEC,EX_020,building,building_aggregate,ex_managed_elec_1
2025,GAS,EX_001,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_001,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_001,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_001,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_001,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_001,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_002,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_002,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_002,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_002,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_002,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_002,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_003,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_003,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_003,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_003,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_003,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_003,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_004,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_004,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_004,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_004,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_004,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_004,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_005,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_005,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_005,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_005,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_005,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_005,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_006,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_006,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_006,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_006,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_006,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_006,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_007,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_007,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_007,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_007,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_007,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_007,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_008,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_008,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_008,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_008,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_008,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_008,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_009,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_009,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_009,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_009,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_009,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_009,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_010,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_010,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_010,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_010,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_010,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_010,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_011,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_011,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_011,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_011,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_011,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_011,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_012,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_012,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_012,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_012,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_012,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2034,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2035,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2036,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2037,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2038,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2039,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2040,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2041,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2042,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2043,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2044,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2045,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2046,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2047,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2048,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2049,ELEC,EX_012,building,building_aggregate,ex_managed_gshp
2025,GAS,EX_013,building,building_aggregate,ex_managed_gshp
2026,GAS,EX_013,building,building_aggregate,ex_managed_gshp
2027,GAS,EX_013,building,building_aggregate,ex_managed_gshp
2028,GAS,EX_013,building,building_aggregate,ex_managed_gshp
2029,GAS,EX_013,building,building_aggregate,ex_managed_gshp
2030,ELEC,EX_013,building,building_aggregate,ex_managed_gshp
2031,ELEC,EX_013,building,building_aggregate,ex_managed_gshp
2032,ELEC,EX_013,building,building_aggregate,ex_managed_gshp
2033,ELEC,EX_013,building,building_aggregate,ex_managed_gshp
